Date,Random_Number,Category,Text,Trend_Variable
2022-02-08,550.1011461880959,B,Amet,12
2021-06-02,705.0828171660876,B,Amet,70
2022-03-24,569.5861625975856,A,Amet,-88
2022-03-15,390.2434646408446,C,Ipsum,-90
2021-07-01,129.85852688788003,A,Dolor,15
2020-11-04,867.1716094498933,A,Sit,-85
2022-07-25,676.5135814215522,C,Lorem,-68
2021-11-02,285.534602338259,C,Sit,-15
2022-05-15,985.7089585648773,D,Lorem,-76
2022-06-18,230.67507699380363,E,Dolor,64
2022-08-14,310.5467645744295,B,Dolor,29
2022-03-31,450.44901498777654,C,Sit,51
2021-06-05,994.9550097321492,E,Sit,-12
2022-04-07,966.114484881153,E,Amet,96
2022-09-27,415.9544861474297,E,Dolor,93
2022-06-24,585.5196010615593,D,Amet,70
2021-12-03,275.9110156790231,E,Ipsum,-52
2022-05-29,606.03306331591,E,Ipsum,41
2021-03-05,759.163276650855,D,Dolor,38
2020-03-21,807.1185223390502,C,Lorem,-78
2022-05-30,405.75001884104523,A,Ipsum,-63
2021-12-15,504.15747146094145,B,Sit,-75
2022-07-16,721.7857907617542,C,Amet,62
2022-03-10,463.6038238022028,C,Lorem,-1
2022-08-05,327.6793052550505,A,Ipsum,-11
2021-05-27,391.7505292665271,B,Sit,-66
2022-05-16,652.370689541158,D,Ipsum,-76
2022-07-15,718.0128301760851,E,Sit,46
2020-01-22,420.042883066447,B,Ipsum,-79
2021-05-30,846.0745226252654,B,Lorem,81
2020-07-11,673.3302068475438,D,Amet,-15
2021-09-08,789.9653371011937,D,Sit,23
2021-05-04,98.70621541995351,D,Lorem,97
2021-01-15,639.0524776544063,B,Sit,48
2022-09-06,998.8005518373336,B,Sit,-27
2020-12-05,822.440387229891,B,Amet,-76
2020-06-11,302.8226376754941,C,Sit,-35
2022-04-13,880.9458929991066,E,Amet,-75
2021-08-22,323.3559238396579,A,Lorem,-10
2021-07-26,271.339182058251,D,Ipsum,-54
2021-03-14,844.7693095285357,D,Lorem,74
2021-11-18,721.6486693168819,C,Dolor,87
2020-11-12,95.22111508407383,A,Amet,98
2022-03-25,976.4555957938619,B,Dolor,59
2022-01-07,861.1670268908978,D,Lorem,-74
2022-02-09,750.9092941491892,D,Sit,2
2022-05-09,405.1109261895647,C,Lorem,-68
2022-03-03,861.5679969217949,D,Amet,49
2020-12-10,845.960368299648,A,Sit,-56
2020-01-29,917.5597415840298,B,Lorem,-55
2021-06-05,896.3463095328166,E,Sit,-57
2020-09-05,394.7342265056101,A,Sit,3
2020-12-16,72.88412613935714,E,Ipsum,12
2020-11-24,6.858630748691197,E,Sit,-49
2022-07-17,511.25223321404235,C,Ipsum,2
2022-02-16,334.9206416971765,D,Ipsum,-88
2021-06-15,10.682311661320277,B,Amet,94
2021-10-08,75.81120190235735,B,Ipsum,-94
2020-03-19,459.3693303636463,D,Amet,-23
2020-04-07,26.238863494892684,B,Ipsum,-96
2021-08-08,429.3071826058823,C,Amet,-68
2020-10-07,423.2364045074573,E,Dolor,-61
2021-03-23,834.4779788655987,C,Ipsum,92
2021-06-01,412.26493139981034,A,Lorem,-48
2021-06-22,591.4821961203345,A,Ipsum,-19
2021-02-22,510.73572472508897,E,Ipsum,93
2021-06-29,191.7764468382286,E,Lorem,-21
2022-01-14,595.4011486005062,C,Lorem,32
2022-03-04,899.8255501780054,B,Amet,49
2021-02-20,366.8517856387237,B,Amet,-60
2020-12-26,592.2988075140612,E,Ipsum,72
2021-07-04,495.3364633782095,C,Lorem,-8
2020-09-04,114.50295523050313,C,Amet,-17
2021-09-18,974.6838813375698,E,Ipsum,-90
2022-02-14,757.712371898793,A,Sit,-5
2021-04-25,783.0172975098902,E,Lorem,-33
2021-10-27,181.1068620909453,B,Ipsum,-76
2022-07-14,202.58406156658216,C,Amet,7
2021-11-20,740.5779337519509,C,Ipsum,67
2020-05-02,361.0048318217314,B,Amet,-40
2020-09-14,704.1141414689845,B,Dolor,-13
2020-10-24,312.6002714070013,B,Dolor,63
2022-09-17,459.5221416717794,A,Lorem,-84
2020-12-07,177.53165013378535,B,Dolor,-83
2021-11-19,17.836914569242303,B,Sit,9
2022-03-26,257.68625276868494,C,Sit,41
2021-09-17,585.0506693703409,C,Dolor,74
2022-06-28,141.47344706824794,E,Amet,-63
2022-04-14,359.24467272490637,A,Amet,-70
2021-06-08,126.40876157975578,D,Amet,-53
2020-01-01,641.1747855239161,A,Amet,62
2021-07-03,680.1485401800514,A,Amet,80
2022-07-05,184.53841653802016,D,Dolor,86
2020-08-27,905.4999853201131,A,Sit,86
2020-12-17,877.1199115608639,A,Sit,-77
2020-11-08,84.08413325607766,E,Dolor,42
2020-03-24,501.43461204512886,B,Amet,-14
2021-12-15,890.3219295410037,C,Lorem,23
2022-08-09,435.2151980938067,D,Lorem,-77
2020-11-24,712.8371727999894,E,Dolor,35
2021-01-01,223.13057200705765,B,Ipsum,81
2021-09-11,947.6988773375817,E,Dolor,37
2022-04-25,937.4391299386061,A,Amet,52
2020-05-22,532.1701465054765,C,Lorem,-73
2022-08-04,575.5816911182864,A,Ipsum,65
2022-01-08,880.9421921354221,A,Amet,-95
2020-12-18,387.89742474088894,A,Lorem,-71
2021-10-25,729.9749882823485,E,Dolor,-79
2022-04-04,937.435672566374,E,Dolor,-9
2022-09-06,38.3556238693894,E,Ipsum,-95
2021-05-07,431.42407918295345,C,Ipsum,83
2020-07-30,302.0656310940485,D,Dolor,18
2022-05-15,153.17813403553248,A,Lorem,-73
2022-08-05,293.81788946386564,E,Amet,-32
2022-02-18,165.13430384751294,C,Sit,36
2020-05-09,350.73404655183106,D,Ipsum,84
2022-05-30,210.50420260339664,D,Sit,25
2020-09-15,859.323044505036,E,Sit,-34
2021-08-18,701.1090974723338,C,Dolor,42
2020-07-11,17.81878379611146,E,Dolor,15
2020-02-22,740.0643634083183,B,Dolor,70
2021-03-02,539.2540122155838,D,Amet,-38
2020-11-10,113.06625954740268,A,Dolor,34
2022-04-09,528.3014434755152,A,Sit,60
2022-01-04,559.0362239489313,D,Lorem,-31
2021-09-14,768.6677085911763,B,Ipsum,-8
2022-01-21,59.55199111819709,C,Ipsum,-30
2020-05-10,137.32991305356634,A,Ipsum,-30
2020-03-03,414.4058549754982,C,Amet,95
2022-06-03,315.68946584675604,B,Dolor,-35
2020-10-09,717.9500484999452,B,Dolor,-94
2022-04-29,848.6661402340322,B,Dolor,65
2022-09-07,816.1984657306962,E,Sit,27
2022-05-12,748.6497592612328,A,Dolor,26
2021-03-06,186.06627708004174,B,Amet,62
2021-08-14,413.72874085865885,B,Ipsum,67
2022-04-03,343.9000167029779,C,Amet,-80
2022-03-05,153.20151516340218,E,Sit,-96
2021-09-27,430.89685463671555,C,Lorem,-79
2021-08-01,337.5441670622368,C,Ipsum,-38
2021-12-04,950.2611990211084,B,Amet,47
2020-05-27,26.974729586650923,A,Dolor,14
2021-08-13,72.71211606081619,C,Dolor,-42
2022-01-03,239.96528903573744,A,Amet,57
2021-04-16,666.4828609808311,E,Dolor,91
2021-04-11,442.03337490193763,E,Dolor,-82
2020-07-31,338.6509762134291,C,Ipsum,83
2021-05-02,929.8119626252078,A,Sit,41
2022-04-25,982.451584678166,C,Amet,-89
2020-10-23,830.1545785939624,B,Sit,-83
2022-04-19,862.549467530405,B,Ipsum,12
2020-05-28,298.1938066632018,E,Lorem,-85
2022-05-11,711.3914044716482,E,Sit,96
2022-06-24,670.7918014576632,A,Amet,88
2020-02-14,223.89552779823873,E,Dolor,-82
2020-12-16,851.6060864356705,C,Sit,-14
2021-03-16,490.6852772803648,C,Dolor,21
2022-08-24,912.5694044628293,E,Sit,48
2022-09-07,152.46746128924892,D,Dolor,-83
2021-03-22,73.81162384927742,A,Dolor,32
2021-04-04,389.2397468000306,B,Sit,-37
2021-03-21,549.6743967184763,B,Sit,36
2022-06-08,480.039697459502,A,Lorem,94
2021-01-29,658.120181969213,A,Lorem,44
2021-05-15,238.84725689495966,C,Amet,76
2021-08-22,98.95864527969078,B,Dolor,-58
2020-04-08,288.6031847232461,E,Dolor,-81
2020-02-07,666.5669762899913,D,Ipsum,72
2022-02-03,73.564776003602,E,Sit,-10
2020-03-17,801.5585483604387,A,Ipsum,-78
2021-11-27,50.61929766884532,D,Sit,58
2022-02-22,135.83335326361436,C,Lorem,-23
2020-09-18,320.5787768263092,C,Dolor,-6
2020-02-09,337.06468750673804,C,Dolor,-21
2021-07-18,721.6376415706898,D,Ipsum,-75
2020-05-05,38.92871226791406,D,Ipsum,-48
2020-03-14,315.5060069454343,B,Amet,21
2022-05-14,580.9586192861013,D,Dolor,83
2022-04-09,919.749875465595,C,Sit,84
2021-02-17,555.2317061597631,A,Dolor,-18
2022-06-27,765.194770921489,D,Dolor,16
2022-01-10,155.1701491291877,B,Dolor,-57
2022-04-07,307.69550858924845,B,Sit,-81
2021-03-16,702.0137237611433,B,Lorem,-64
2021-02-04,223.8903785696208,B,Dolor,-33
2020-11-24,344.18638728684726,D,Amet,4
2022-01-26,475.86661676851526,B,Ipsum,12
2021-10-14,803.010612237577,B,Sit,-73
2020-11-27,161.58164824302756,D,Lorem,-85
2021-03-02,433.4208664003587,B,Sit,-58
2021-08-08,220.6838776947161,D,Lorem,-66
2020-07-16,649.6559408976035,C,Lorem,94
2021-07-04,11.740797144121018,E,Amet,3
2022-02-11,141.77460523383178,B,Amet,26
2020-06-30,229.56209898220038,A,Sit,-52
2021-08-02,308.68013284914184,E,Amet,-62
2022-03-07,870.4854953441229,D,Amet,-47
2021-03-04,925.1194910498698,C,Ipsum,-97
2021-10-15,351.4113064001726,A,Lorem,14
2020-03-21,709.3502499059575,A,Dolor,40
2020-06-28,702.9903850242197,A,Amet,-63
2020-06-25,638.3407332395426,C,Sit,-1
2020-07-24,315.8011848017879,A,Amet,-43
2022-06-30,519.5567450669906,E,Ipsum,96
2020-10-05,679.0719698595706,B,Ipsum,-56
2022-06-23,922.6418372932543,A,Ipsum,82
2022-04-09,331.5322034260665,A,Lorem,49
2022-05-05,222.2638886523034,E,Dolor,46
2020-04-07,998.0802750104141,B,Ipsum,44
2020-04-28,302.61941072253995,D,Ipsum,43
2022-08-16,775.2412198519572,A,Ipsum,56
2020-12-17,56.907949606831544,A,Dolor,83
2022-04-03,353.84675380396226,C,Lorem,67
2021-02-08,357.7881548780351,B,Amet,-85
2021-05-12,956.6703151102058,D,Lorem,2
2022-07-11,947.2213658204959,B,Lorem,-16
2020-04-06,175.1944739585659,D,Dolor,93
2020-01-31,179.20490753099406,B,Ipsum,-74
2021-01-25,949.3348334717195,B,Sit,-4
2022-06-18,483.9297952075519,E,Lorem,11
2022-01-25,188.88068408321746,B,Amet,-22
2021-02-04,332.5334789551877,A,Sit,-52
2020-11-01,402.1888792927628,D,Lorem,39
2020-06-21,616.5148961528492,C,Ipsum,-27
2021-01-28,489.17776067769256,A,Ipsum,-11
2022-03-29,177.86296511111487,D,Sit,-44
2021-11-29,998.3163792032402,B,Ipsum,16
2021-10-11,339.6890114839973,B,Dolor,-23
2022-05-11,59.98319730965351,C,Lorem,-77
2022-05-30,88.64523664556778,A,Ipsum,58
2020-09-19,477.7400177271992,B,Dolor,26
2020-02-07,31.581463784317254,A,Ipsum,36
2020-11-16,634.6365829997171,D,Ipsum,-86
2022-01-30,617.2124269975486,E,Sit,-69
2022-03-31,851.6999171539871,A,Ipsum,19
2022-08-02,170.77947770600355,D,Amet,-1
2020-11-19,836.0030753898359,C,Ipsum,-98
2022-06-10,379.053078948515,B,Sit,-61
2021-10-06,649.490136431707,D,Ipsum,-59
2020-02-16,327.624770882718,C,Ipsum,84
2020-12-07,350.14612558808244,E,Amet,47
2021-04-21,992.4806791956032,E,Dolor,24
2022-05-17,781.096931279925,C,Sit,-63
2020-04-06,312.8081843070312,A,Lorem,41
2020-07-28,662.3851848971877,C,Ipsum,74
2021-04-05,246.51562015169137,E,Ipsum,18
2021-02-28,183.6999500716431,B,Sit,-33
2022-02-23,471.50235057923885,D,Sit,-62
2020-06-22,900.3444162308471,E,Ipsum,-17
2021-08-18,679.7808333966473,B,Ipsum,88
2021-07-19,911.7762859113474,A,Amet,14
2020-09-23,395.9745783966777,D,Dolor,-72
2020-03-03,286.8923102427676,D,Dolor,-86
2020-06-30,924.0295373859401,C,Ipsum,20
2021-09-25,601.7046503319846,B,Lorem,-68
2020-07-11,744.5622484208288,D,Ipsum,100
2021-02-22,438.6261124508923,D,Amet,-89
2021-10-06,725.3417526244001,E,Amet,75
2020-05-06,142.42319364591026,B,Ipsum,61
2022-04-22,796.971771338466,E,Amet,8
2022-06-08,80.70623826823575,D,Amet,34
2021-03-26,606.874207881988,D,Ipsum,8
2021-03-06,184.54980377967988,A,Sit,-47
2022-06-20,680.5795428956494,E,Amet,-49
2022-08-03,273.78726856095204,D,Sit,-75
2021-02-06,665.4448707152076,A,Lorem,96
2022-01-23,922.3751396806531,E,Dolor,9
2020-06-17,977.7407961388105,A,Dolor,43
2020-10-11,822.0111074680715,E,Ipsum,-49
2022-01-22,770.937915926547,B,Sit,17
2021-03-26,251.53919874314968,A,Sit,-96
2022-01-03,152.7318209245926,C,Dolor,45
2021-12-29,353.98347766698754,E,Amet,28
2021-04-01,39.563803161240976,D,Lorem,-13
2021-10-14,294.9796155383532,D,Sit,31
2022-09-23,533.5020060343311,D,Ipsum,-9
2022-01-18,11.019554188298475,C,Dolor,96
2021-12-08,479.4594135076351,B,Dolor,38
2020-06-05,553.116359120045,A,Ipsum,24
2021-01-21,871.2758159179715,E,Ipsum,-47
2021-06-15,805.4934358426866,C,Ipsum,-57
2022-04-06,77.3352624315039,E,Sit,-78
2022-08-25,860.5900436553343,D,Amet,-34
2020-04-11,53.83215306925004,D,Ipsum,-69
2022-08-17,87.14458359833988,B,Sit,-96
2021-08-25,847.4709547666322,C,Lorem,-67
2020-01-07,439.5550109929682,C,Sit,61
2021-05-10,618.1044474697418,C,Dolor,-53
2022-03-12,141.09204628841488,C,Dolor,-17
2021-12-11,5.816349577377533,D,Amet,41
2021-12-14,229.72501120355636,C,Lorem,-59
2022-04-20,811.783962406341,B,Lorem,85
2022-02-11,899.939817530359,E,Lorem,-10
2022-09-25,997.7926825938966,A,Sit,39
2020-11-20,783.5093370878302,D,Dolor,-75
2020-08-10,149.0637583531188,D,Amet,4
2021-09-06,117.73504880738528,E,Amet,-74
2020-08-10,958.4482151536578,D,Lorem,65
2021-04-25,29.29583513133327,C,Dolor,-45
2020-05-17,251.93365345678242,C,Ipsum,58
2021-02-23,827.2946099291686,E,Dolor,-42
2022-04-04,434.11332098592015,B,Dolor,-65
2021-07-29,191.20151810097119,B,Ipsum,14
2020-10-14,30.911108284336187,D,Lorem,-33
2020-10-16,678.5270293034467,D,Amet,-94
2021-03-26,794.1523301435326,D,Amet,43
2020-02-29,777.6011614509698,D,Dolor,-65
2020-04-12,267.5332661981298,B,Dolor,-66
2021-02-26,72.6214166575997,B,Dolor,-27
2021-03-25,821.6781333588356,E,Amet,-55
2021-02-15,774.9347235625885,E,Ipsum,17
2020-01-28,47.1434357079995,C,Lorem,-78
2020-04-14,599.9469275673544,C,Lorem,-17
2022-03-16,432.4190458080893,A,Sit,12
2020-09-19,219.89736587897758,D,Lorem,-5
2021-09-07,369.379399863384,B,Dolor,76
2021-01-03,522.0594116335313,E,Dolor,93
2022-07-29,117.33281791268301,B,Amet,13
2021-04-21,649.3978433676356,A,Dolor,37
2021-08-06,584.3734792050313,C,Lorem,-40
2022-03-21,255.28425365832373,E,Sit,12
2022-07-08,902.3747525608495,B,Lorem,45
2021-10-06,149.0031270384572,D,Dolor,-83
2020-11-17,606.260433989364,B,Lorem,-37
2022-02-03,582.2287692601909,D,Dolor,-87
2022-04-17,115.75489890085666,A,Dolor,49
2021-03-04,236.7186358482748,A,Lorem,-1
2020-06-20,964.0740666761936,D,Dolor,-21
2021-04-14,146.00636356349784,A,Amet,74
2021-09-14,696.2790920863943,D,Amet,-4
2021-11-27,214.53118360680855,C,Dolor,57
2020-02-07,312.80497683021724,B,Amet,92
2021-01-07,821.0816748185949,E,Ipsum,22
2020-02-20,132.26105166411907,D,Sit,1
2022-07-27,28.53665685468554,D,Amet,66
2020-08-20,823.0000365357546,B,Sit,-31
2020-11-09,144.48563696771666,D,Dolor,-91
2020-04-22,124.22665846507041,C,Ipsum,94
2021-07-05,785.1224573276845,A,Ipsum,32
2021-02-23,525.5327097979053,D,Ipsum,-49
2021-05-18,581.5576417340812,A,Dolor,90
2021-08-08,445.1861040367708,A,Amet,-68
2020-05-23,76.1612277935636,A,Sit,55
2020-01-28,839.2377850906654,A,Lorem,91
2020-12-11,668.700076078223,A,Lorem,91
2021-09-21,512.6983288578964,B,Lorem,-9
2022-01-09,589.8191256815152,C,Ipsum,42
2021-03-14,912.7512832369144,B,Dolor,-8
2020-07-05,76.26150248808095,D,Dolor,28
2021-03-21,102.67831206175215,B,Sit,20
2020-03-06,899.1391911023985,C,Lorem,75
2022-01-07,176.7079506737569,E,Amet,94
2022-04-02,525.9107362624554,D,Dolor,60
2022-09-17,310.3866299476018,C,Sit,70
2020-06-24,62.48424694556298,C,Amet,-42
2021-12-23,177.7380543221233,D,Ipsum,64
2021-01-12,259.64328856641526,C,Amet,-62
2021-12-07,61.93484865830956,D,Sit,20
2021-04-16,819.6632682275076,C,Ipsum,4
2020-07-28,699.6022714936507,A,Dolor,-87
2021-04-13,136.6026603917123,C,Sit,-77
2020-07-12,548.4410859165652,C,Ipsum,-24
2020-04-06,720.3031200187366,B,Ipsum,-79
2020-06-18,284.5119793118034,B,Ipsum,67
2022-07-15,898.0790257997323,B,Amet,-36
2021-03-30,164.638126663882,B,Dolor,-29
2021-05-31,126.38042853311526,E,Lorem,-1
2020-01-15,276.58476860679303,D,Ipsum,-10
2021-09-09,653.0061148018868,A,Sit,-27
2021-10-30,555.8613876389102,A,Sit,62
2021-04-04,137.1380867961558,B,Amet,44
2021-08-07,259.9456413418263,B,Ipsum,95
2021-06-23,565.1802930952942,C,Ipsum,-64
2021-06-02,988.8734030007383,B,Dolor,-86
2020-01-14,108.11400300827245,E,Amet,21
2021-10-05,774.6497505826225,B,Lorem,59
2022-02-21,927.4336901140698,B,Amet,-80
2021-11-24,334.8172126886936,A,Lorem,40
2021-06-05,960.5379473321647,E,Ipsum,95
2021-01-30,670.8097830661842,C,Dolor,-73
2022-09-24,309.0824165360576,A,Lorem,35
2022-02-03,197.07667936281803,D,Sit,66
2022-06-28,828.1358473502148,D,Ipsum,35
2022-07-31,878.359055820655,A,Amet,13
2020-09-28,949.5675202631159,E,Ipsum,-24
2021-10-24,591.673368507685,B,Sit,70
2022-06-10,658.1565444535204,A,Ipsum,-34
2020-05-29,443.21266138987204,B,Amet,13
2020-12-20,529.5180384710624,C,Dolor,69
2022-08-26,202.33215557996377,A,Sit,72
2022-08-08,67.5208043422596,C,Amet,-47
2021-01-03,383.29208313524197,D,Dolor,18
2020-02-01,343.35268425175593,B,Ipsum,13
2020-11-16,969.0060384351638,B,Lorem,-75
2021-09-08,477.8536830117127,A,Lorem,-85
2020-05-05,731.4481803879265,D,Amet,-9
2020-11-25,29.51723909636805,B,Dolor,11
2022-01-30,914.0536921259512,B,Dolor,32
2021-01-25,64.95171038551962,D,Lorem,-32
2022-05-24,822.4478504016456,A,Amet,0
2021-03-09,888.9602691444154,A,Ipsum,35
2021-11-04,249.6398871071387,A,Ipsum,-92
2021-12-15,361.8733467095223,D,Dolor,-5
2021-11-02,418.5310716336842,C,Sit,87
2022-05-30,988.9772331583763,A,Ipsum,-87
2020-12-03,594.0829411175247,A,Dolor,13
2022-04-14,887.1772616929202,C,Dolor,-31
2022-04-30,47.04069149432743,E,Dolor,-4
2020-03-23,351.87426960387756,D,Lorem,20
2021-03-16,301.0098595311991,C,Dolor,83
2020-01-25,601.5888963499614,D,Ipsum,66
2021-12-19,474.72616073305875,B,Lorem,24
2021-04-26,345.3661680375781,B,Ipsum,-87
2021-04-09,806.9673223253498,E,Dolor,-25
2021-10-15,259.1299036318696,D,Dolor,38
2021-09-02,943.7930449577462,B,Lorem,-53
2021-07-23,324.0604859473474,C,Ipsum,-36
2021-09-06,540.942323966596,C,Ipsum,66
2021-04-05,578.2923375799635,E,Ipsum,-66
2020-04-02,658.4691170026226,A,Ipsum,-68
2020-11-30,345.2676531195531,C,Ipsum,-10
2021-12-09,990.9149634803364,D,Dolor,71
2022-02-27,186.21510421267672,B,Sit,-1
2020-11-25,81.57293985344171,C,Amet,-26
2022-07-04,615.8803422912424,C,Ipsum,93
2021-03-19,521.6847039759571,D,Dolor,-14
2022-06-10,885.7183118524792,B,Lorem,33
2021-08-02,304.84240983207565,C,Amet,-96
2020-03-27,619.1385474364532,D,Dolor,99
2020-03-13,709.9855474306521,A,Ipsum,-77
2022-01-13,572.821899920016,B,Amet,15
2021-12-06,389.88607278504685,D,Dolor,-95
2021-04-02,926.6060915313008,C,Ipsum,51
2021-06-26,404.77606970613897,C,Dolor,91
2022-02-08,932.3752895243581,B,Ipsum,21
2021-01-05,400.33527357767196,A,Dolor,77
2020-05-04,811.8654732291276,B,Ipsum,27
2020-12-12,653.9418143552131,B,Amet,52
2021-12-04,894.5819779920414,D,Dolor,-51
2021-12-22,134.83902441047724,E,Ipsum,9
2022-07-25,164.7650357213929,C,Ipsum,65
2021-05-08,990.0823291622795,C,Sit,49
2022-02-19,851.5595248131955,C,Amet,0
2020-08-22,694.3488839036565,E,Ipsum,-84
2022-03-11,835.6256555427809,A,Ipsum,-68
2021-03-11,319.02174713667466,E,Lorem,14
2020-09-11,409.0820149386536,D,Amet,-8
2020-01-07,376.3387054040307,E,Lorem,49
2021-12-05,980.7211453598647,A,Amet,70
2021-10-24,919.4403966607144,D,Sit,72
2022-05-11,880.8158888272712,C,Amet,-5
2020-07-20,884.3610434682661,E,Ipsum,-8
2020-03-25,391.54347734531257,D,Ipsum,-93
2021-03-10,589.6797240939285,D,Lorem,-11
2022-07-10,267.90565530812506,D,Lorem,-73
2022-03-08,691.361662879813,A,Lorem,45
2022-01-16,528.9050756222997,A,Amet,-50
2022-04-23,775.9787925008321,B,Dolor,48
2021-01-02,982.5265944384059,C,Sit,-28
2021-02-14,645.913954683593,D,Sit,-2
2022-02-11,723.498379444967,D,Lorem,-8
2021-02-24,515.6015925532913,B,Sit,25
2022-07-04,437.22540827099175,D,Sit,81
2020-10-21,142.14477191732755,D,Dolor,87
2020-12-21,903.1642517559626,D,Amet,-51
2022-01-09,83.46364146740592,D,Lorem,42
2022-09-14,974.499921357276,A,Lorem,-1
2020-03-03,578.2815495075241,D,Sit,-23
2022-09-09,236.9635442542545,D,Amet,-77
2020-11-21,519.7197663721792,E,Lorem,-80
2021-10-30,560.6041147835945,E,Dolor,23
2021-06-23,441.39347754030575,A,Lorem,36
2021-02-14,834.1930191801841,A,Ipsum,-27
2020-12-28,409.171246288812,E,Sit,20
2022-04-14,755.2893136401883,A,Ipsum,61
2021-09-26,421.1300147897101,B,Amet,28
2021-12-08,682.1595132999863,A,Dolor,-24
2020-05-11,620.9067164783697,D,Lorem,-90
2021-05-07,28.12312701753683,E,Sit,-75
2020-04-28,919.4173370965993,C,Dolor,-27
2020-02-25,217.71693856344666,B,Ipsum,-51
2021-03-20,818.5997593610676,B,Dolor,31
2021-02-12,151.23276996937517,B,Lorem,1
2022-03-17,397.92022115549776,A,Ipsum,87
2022-01-19,816.3086382163633,A,Dolor,26
2020-06-21,900.4169980391694,A,Sit,-59
2022-07-24,562.6337880474389,C,Sit,18
2021-03-19,681.6172959015634,D,Ipsum,90
2022-08-14,225.668690974689,B,Sit,-76
2022-01-29,960.3200378353624,B,Lorem,-73
2021-06-29,235.3703306786832,A,Sit,-89
2020-11-12,629.6140939601095,E,Amet,-22
2022-09-17,847.6689221857886,A,Dolor,17
2022-06-12,816.8227402146111,E,Amet,-38
2021-09-08,286.9856672682794,A,Amet,5
2021-08-18,397.16564998830705,B,Ipsum,-50
2020-06-02,690.7528318549612,C,Ipsum,23
2020-01-16,858.7035621423732,A,Lorem,73
2021-10-01,336.78378138709786,A,Ipsum,-44
2020-01-07,453.4274449154434,B,Dolor,-21
2021-06-18,475.8218534940989,A,Amet,-18
2022-09-14,944.5961900220221,B,Amet,-98
2021-12-13,126.71814560495231,B,Lorem,74
2021-07-05,628.0887904811956,A,Lorem,-73
2021-11-03,687.391832991966,C,Lorem,62
2020-12-02,291.8999935306363,B,Lorem,-89
2020-07-23,808.91938210289,B,Amet,71
2022-01-16,476.7302247183156,B,Dolor,48
2021-11-11,695.0982157343584,B,Sit,-17
2022-05-08,872.7247673334267,A,Ipsum,31
2021-04-07,701.1024832903931,D,Sit,13
2021-08-19,302.65611149429174,A,Dolor,85
2021-01-25,35.61004095665721,B,Amet,-53
2021-03-21,457.3106681322856,B,Sit,44
2022-06-29,947.4678805869145,B,Lorem,-50
2022-07-24,653.5973496419723,C,Ipsum,-51
2022-09-21,192.65870108320448,B,Sit,-81
2020-03-01,676.657100099085,B,Sit,-52
2021-08-07,183.44388019606328,E,Ipsum,-62
2022-01-04,425.7328276750761,D,Lorem,-9
2020-10-28,556.4118027171575,C,Ipsum,56
2021-07-29,95.90515865919835,D,Amet,-83
2022-08-08,128.09552172619632,B,Amet,-52
2020-11-18,267.81024773667616,D,Sit,7
2022-08-13,913.6619536373048,E,Sit,-9
2021-04-15,461.70070742350856,E,Dolor,-20
2022-04-10,228.62095047616248,C,Sit,70
2020-08-18,714.7407658559152,D,Ipsum,15
2020-05-07,400.90862396638107,C,Sit,-59
2021-08-27,839.2813598826814,B,Amet,-78
2022-07-27,986.2317336613025,A,Ipsum,-37
2022-02-24,156.69696871754823,C,Dolor,-1
2021-03-10,13.570445938874908,E,Sit,-40
2020-12-26,93.89631300694856,B,Ipsum,8
2021-04-02,287.2100649954945,B,Dolor,-3
2020-11-29,475.5358612860756,A,Dolor,34
2021-11-05,47.66628824448993,A,Lorem,36
2022-03-26,278.1042368848745,C,Amet,-65
2020-10-06,113.73030085805436,B,Lorem,10
2021-08-23,391.18616664452867,A,Amet,64
2022-06-02,400.8084634129899,A,Lorem,-69
2020-06-17,427.85319520988617,A,Amet,47
2021-02-21,692.9715530424506,C,Sit,-25
2021-09-23,319.057741315217,B,Amet,61
2020-08-03,859.7720624962888,C,Amet,13
2020-08-18,717.4576939925731,D,Dolor,1
2022-04-18,649.1623802559735,D,Sit,60
2021-06-10,373.2357417276559,B,Ipsum,76
2022-03-25,335.5349024090932,A,Sit,-39
2020-04-06,764.2664563844489,E,Amet,89
2022-07-04,228.21566084039512,B,Lorem,78
2020-08-04,240.20319108799214,A,Dolor,-60
2020-10-10,275.2025115837764,B,Dolor,28
2022-08-27,614.0574769977567,C,Lorem,-66
2022-04-24,372.5677733274395,E,Sit,58
2020-01-23,683.9335741607258,D,Dolor,-49
2021-09-02,458.20758767304994,B,Ipsum,-80
2022-01-06,28.869078820514147,E,Lorem,38
2020-12-10,50.37875721343743,B,Amet,-72
2022-09-24,107.04121975170655,E,Ipsum,6
2022-04-08,664.5406307908561,A,Sit,20
2020-07-27,66.38451890578546,A,Sit,100
2020-11-24,50.479806977432595,E,Ipsum,68
2020-05-21,869.8486014381931,A,Dolor,-34
2021-03-27,510.4323567106238,A,Lorem,54
2021-08-27,715.332463665492,C,Lorem,-49
2020-06-29,73.26096115607517,C,Sit,-66
2022-07-25,186.58373398240334,C,Dolor,-52
2020-10-01,679.5562347387857,A,Amet,-71
2022-03-19,48.17640955385971,A,Ipsum,63
2020-08-21,618.0242267994327,E,Amet,98
2022-07-11,692.0836663660436,E,Dolor,57
2020-11-30,555.3773845072533,E,Amet,-72
2020-08-26,83.87451301966875,C,Sit,-86
2022-02-14,335.23904583591593,E,Dolor,-55
